# Number of random galaxies used: 163572.317361
# theta
# rr
# G_p
# theta rr G_p
0.00071249960456 36222.0 0.0798371489758
0.000729660852812 38106.0 0.0820147661717
0.000747235608287 39890.0 0.0838329005064
0.000765233649872 42046.0 0.0862878757844
0.000783664989285 43630.0 0.0874324318058
0.000802540336736 46290.0 0.0905813612307
0.000821870286018 48326.0 0.092341440564
0.000841665780172 50786.0 0.0947595755118
0.000861938053276 52742.0 0.096094590916
0.000882698630448 55680.0 0.0990616625488
0.000903959269635 58722.0 0.102016541401
0.000925731961615 61168.0 0.103766388549
0.00094802910462 64412.0 0.106700049816
0.000970863271505 67756.0 0.109599150843
0.000994247384369 70670.0 0.111624709703
0.00101819494739 74176.0 0.114403975459
0.00104271946475 77070.0 0.116074346564
0.0010678343242 81634.0 0.120056661263
0.00109355407767 85038.0 0.12212087096
0.00111989350989 89374.0 0.125329391571
0.00114686717279 93748.0 0.128371318568
0.00117449043319 98088.0 0.131155276009
0.00120277912356 104184.0 0.136029486822
0.00123174919281 107876.0 0.137537558687
0.0012614170555 113332.0 0.141095396002
0.00129179935902 119636.0 0.145440202669
0.00132291368209 124854.0 0.148214256476
0.00135477725416 130076.0 0.150781589662
0.00138740823604 136496.0 0.154502152367
0.00142082525417 144184.0 0.159365630271
0.00145504716784 150592.0 0.162533656827
0.00149009330198 157500.0 0.165991199648
0.00152598368004 164906.0 0.169709544741
0.00156273832545 172508.0 0.173356919943
0.00160037842579 181750.0 0.17834866479
0.00163892493583 192218.0 0.184184653906
0.00167839997448 199216.0 0.186400590774
0.00171882589348 208550.0 0.190544932395
0.00176022527739 218696.0 0.195115164736
0.00180262257345 231122.0 0.201346866066
0.00184604083188 241042.0 0.205055125835
0.00189050391782 253436.0 0.210532270876
0.00193603802472 265804.0 0.21560871055
0.0019826698117 277790.0 0.220026165124
0.00203042477369 291086.0 0.22514071396
0.00207932945341 305024.0 0.230371137018
0.00212941202335 320268.0 0.236196705502
0.00218070088886 335512.0 0.241617954114
0.00223322515376 351786.0 0.247380239896
0.00228701438755 369784.0 0.25392094574
0.00234209932387 385062.0 0.258192710815
0.0023985109292 405608.0 0.265571880346
0.00245628203265 425264.0 0.271887601313
0.00251544453204 448006.0 0.279696799097
0.00257603125647 469986.0 0.286518207105
0.00263807736337 490134.0 0.291773627528
0.00270161801018 511906.0 0.297567112269
0.00276668881997 538510.0 0.305669892109
0.00283332727849 563894.0 0.312549872097
0.00290157040581 591280.0 0.320020739446
0.0029714575503 619202.0 0.32725164948
0.00304302782752 646854.0 0.333825083109
0.00311632198282 682100.0 0.343735391816
0.00319138146006 717176.0 0.352911699052
0.00326824886724 749600.0 0.360190624443
0.00334696774371 785224.0 0.368434715066
0.00342758256011 822464.0 0.376831988833
0.00351013895124 862222.0 0.385756453363
0.0035946839489 902836.0 0.394426895137
0.00368126528338 948120.0 0.404468485087
0.00376993208192 995502.0 0.414693685961
0.00386073440313 1041410.0 0.423614920159
0.00395372370258 1090984.0 0.433340667235
0.00404895283282 1143088.0 0.44336001514
0.0041464753449 1196618.0 0.453204741116
0.00424634758383 1255966.0 0.464494981029
0.00434862449765 1317180.0 0.475677224395
0.00445336522534 1377940.0 0.485914108155
0.00456062890589 1446434.0 0.498073547737
0.00467047654092 1516838.0 0.510019701964
0.00478297099471 1586612.0 0.520942809102
0.00489817373455 1664438.0 0.533644474609
0.00501615041867 1743038.0 0.545702505363
0.00513696903363 1825664.0 0.558125238637
0.00526069756597 1915774.0 0.571899453156
0.00538740679622 2008740.0 0.585548126189
0.00551716703922 2099164.0 0.597514807221
0.00565005466342 2202684.0 0.612221419825
0.00578614324331 2307562.0 0.626300345932
0.00592550821602 2422166.0 0.641942905484
0.00606822920963 2535170.0 0.656092408722
0.00621438771486 2656022.0 0.671199733406
0.00636406708509 2785018.0 0.687245004556
0.006517351605 2914746.0 0.702341153753
0.00667432835326 3056112.0 0.719084758192
0.00683508580551 3198274.0 0.734835628591
0.00699971523136 3349900.0 0.751570913251
0.00716830976307 3513436.0 0.769723123376
0.00734096486121 3679192.0 0.787077645982
0.00751777924597 3850748.0 0.80440269567
0.0076988521032 4033188.0 0.822698904185
0.00788428634405 4228818.0 0.842318677626
0.00807418674231 4429744.0 0.861582873749
0.00826866086572 4640670.0 0.88138184734
0.00846781954169 4859804.0 0.901294013248
0.0086717735976 5087082.0 0.921255162168
0.00888064131141 5329244.0 0.942408902766
0.00909454002976 5578518.0 0.963288295758
0.0093135908246 5842850.0 0.985205987521
0.00953791663051 6116392.0 1.00707154702
0.00976764690131 6406388.0 1.03000926064
0.0100029092282 6703724.0 1.05246897913
0.0102438423783 7022686.0 1.07658429537
0.010490577668 7363306.0 1.10227852461
0.010743252933 7704748.0 1.12626878891
0.0110020134598 8065140.0 1.1512198769
0.0112670082599 8454544.0 1.17841906125
0.0115383844823 8841060.0 1.20331340079
0.0118162967265 9259356.0 1.23060068893
0.0121009033173 9695672.0 1.2582855427
0.0123923644423 10148440.0 1.28606504875
0.0126908458769 10617622.0 1.31388249783
0.0129965171218 11111884.0 1.34269755212
0.0133095504716 11625656.0 1.37174478373
0.013630123809 12172178.0 1.40244716969
0.0139584178105 12746054.0 1.43402919101
0.0142946187407 13334706.0 1.46497347902
0.0146389175206 13959344.0 1.49752922152
0.0149915143847 14595178.0 1.52887585012
0.0153526030481 15282072.0 1.56321664289
0.0157223846763 15985870.0 1.59674365201
0.0161010734737 16731942.0 1.63196216078
0.0164888836443 17485890.0 1.66538744907
0.0168860331178 18302400.0 1.70215886124
0.017292747274 19150488.0 1.73914112428
0.0177092589438 20013672.0 1.77477425746
0.018135804683 20929630.0 1.81235575238
0.0185726210475 21904566.0 1.85216929549
0.0190199613571 22904116.0 1.89113550071
0.0194780733436 23937830.0 1.93000381211
0.01994721964 25028506.0 1.97047454056
0.0204276684672 26170294.0 2.01190606179
0.020919688046 27369886.0 2.05464452274
0.0214235577732 28598328.0 2.09637025385
0.0219395644963 29878038.0 2.13865933444
0.0224680062383 31254932.0 2.18455249877
0.0230091735721 32666468.0 2.22956973604
0.0235633701086 34123298.0 2.27421806628
0.0241309180856 35649564.0 2.32005563263
0.0247121341527 37242146.0 2.36669819784
0.0253073405474 38908954.0 2.41452826136
0.0259168855846 40639510.0 2.46253934067
0.0265411175787 42448360.0 2.51165756822
0.0271803922951 44336598.0 2.56162469412
0.0278350636363 46287946.0 2.61152597405
0.0285054966807 48308470.0 2.66142113707
0.0291920788586 50431022.0 2.71300858905
0.0298951976001 52631924.0 2.76481505828
0.0306152515113 54943146.0 2.81834553922
0.0313526466489 57327324.0 2.87148009001
0.0321078076959 59802132.0 2.92499567595
0.0328811630607 62418186.0 2.9810694624
0.033673144877 65079468.0 3.03514937052
0.034484192729 67852336.0 3.09003480251
0.0353147648275 70759888.0 3.14672950328
0.0361653454602 73751446.0 3.20254326996
0.0370364226401 76894958.0 3.26052616188
0.0379284769297 80161910.0 3.31910836574
0.038842022419 83539866.0 3.37762294512
0.0397775769234 87035926.0 3.43612501709
0.0407356694341 90681912.0 3.49594452567
0.041716825217 94459142.0 3.55590499179
0.0427216142416 98370694.0 3.61607459526
0.043750602752 102447020.0 3.67734370493
0.044804379344 106633338.0 3.73757704351
0.0458835326135 110988544.0 3.79875082052
0.0469886809587 115500712.0 3.86020096194
0.0481204465032 120121086.0 3.92019099799
0.049279473722 124892926.0 3.98006504471
0.050466414541 129836652.0 4.04030749687
0.0516819432378 135002796.0 4.10224408384
0.0529267527163 140226482.0 4.16077654397
0.0542015433311 145662218.0 4.22040100969
0.0555070340633 151244262.0 4.27907230129
0.0568439736962 156988646.0 4.33712089744
0.0582131147385 162889550.0 4.39431447605
0.0596152469516 168966694.0 4.45095253482
0.0610511526465 175175196.0 4.50606570236
0.0625216290355 181550698.0 4.56021795121
0.064027518034 188162396.0 4.61514902025
0.0655696839094 194814212.0 4.66589831677
0.0671489834785 201678070.0 4.71670243105
0.0687663331628 208763028.0 4.76755303894
0.0704226344824 215883852.0 4.81423278526
0.0721188336611 223252630.0 4.86144606346
0.0738558769226 230725100.0 4.90601115141
0.0756347626448 238367702.0 4.94931621858
0.0774565041065 246137004.0 4.99041643681
0.0793221145868 254129432.0 5.03128579002
0.0812326595187 262110802.0 5.06726894551
0.0831892192364 270229480.0 5.10133012003
0.0851929187775 278364290.0 5.13131207755
0.0872448831797 286557916.0 5.15801251181
0.0893462598324 294693852.0 5.17990990026
0.0914982482791 302855792.0 5.19795699395
0.0937020629644 310828616.0 5.20954684728
0.0959589704871 318869606.0 5.21838237453
0.0982702597976 326659084.0 5.22024414741
0.100637190044 334373490.0 5.21785995743
0.103061124682 341861880.0 5.20924208537
0.105543449521 349046290.0 5.19361238037
0.108085565269 356079656.0 5.17367152637
0.110688872635 362796096.0 5.14739494276
0.113354921341 369075380.0 5.11308572385
0.1160851717 375019852.0 5.07348389913
0.118881195784 380314812.0 5.02386988142
0.121744632721 384974406.0 4.96581104002
0.124676965177 388980290.0 4.89969558506
0.127679929137 392113482.0 4.82278436516
0.130755215883 394362454.0 4.73658790182
0.133904576302 395543290.0 4.63881530656
0.13712978363 395592164.0 4.53048484139
0.140432685614 394333430.0 4.40965890346
0.143815174699 391913886.0 4.27960740136
0.14727909863 387965542.0 4.13685939718
0.150826454163 382796630.0 3.9857371794
0.15445920825 378543108.0 3.84884346999
0.158179491758 375731740.0 3.73024177497
0.16198939085 373851302.0 3.62443418187
0.165891066194 372304086.0 3.52438784768
0.16988670826 370622024.0 3.42609609033
0.173978596926 369226418.0 3.33277673362
0.178169116378 367704454.0 3.24097557708
0.182460486889 365964808.0 3.14990751939
0.186855226755 363803126.0 3.05753100235
0.191355794668 361382350.0 2.96588139626
0.19596478343 359071888.0 2.87747194111
0.200684785843 356298402.0 2.78822903121
0.205518454313 353153750.0 2.69849748022
0.210468560457 349509804.0 2.6079592683
0.215537831187 345765500.0 2.51927562427
0.220729321241 341557730.0 2.43004166636
0.226045787334 336472532.0 2.33765966735
0.231490314007 330555636.0 2.24243805888
0.237065970898 324006012.0 2.14640883339
0.242775917053 317183676.0 2.05170119215
0.248623400927 309660832.0 1.95601547442
0.254611730576 300895076.0 1.85585660965
0.260744452477 291767608.0 1.7572391921
0.267024695873 281661908.0 1.65655795196
0.273456245661 270902912.0 1.55572827682
0.28004270792 258744356.0 1.45102768032
0.286787778139 245631386.0 1.34503010332
0.29369533062 231681802.0 1.23886147859
0.300769180059 215775216.0 1.12664424909
0.308013498783 198482388.0 1.01197784199
0.315432280302 179920844.0 0.895763046611
0.323029845953 160348284.0 0.779527451485
0.330810308456 139506676.0 0.66228425225
0.338778197765 119422778.0 0.553580254729
0.346937954426 98076944.0 0.443959416515
0.355294287205 73068016.0 0.322958959837
0.363851904869 45649944.0 0.197035658426
0.372615605593 20943874.0 0.0882680889905
0.381590604782 7601302.0 0.0312822933037
0.390781581402 2425346.0 0.0097469454038
0.400193810463 483878.0 0.00189881993462
0.409832835197 16830.0 6.44905760576e-05
